,dates,sum,ids,shop
18728,06 Jan 2023 04:15 AM,9529,12990,Синий
18729,01 Feb 2023 08:13 PM,13771,10212,Фиолетовый
18730,03 Jan 2023 02:31 PM,1077,14164,Голубой
18731,18 Jan 2023 04:27 PM,5848,11491,Чёрный
18732,07 Feb 2023 12:47 AM,11647,11295,Оранжевый
18733,07 Jan 2023 06:53 PM,13628,12049,Жёлтый
18734,24 Dec 2022 07:08 PM,1169,11330,Оранжевый
18735,14 Jan 2023 03:01 AM,10802,15112,Голубой
18736,30 Jan 2023 05:32 PM,6522,12953,Синий
18737,24 Dec 2022 07:12 PM,9926,15770,Зелёный
18738,06 Jan 2023 08:00 AM,8824,10531,Жёлтый
18739,27 Jan 2023 05:17 PM,3160,12416,Фиолетовый
18740,22 Jan 2023 01:34 AM,8189,10877,Чёрный
18741,24 Jan 2023 09:57 PM,2861,13267,Чёрный
18742,14 Dec 2022 01:30 AM,19597,10104,Синий
18743,04 Jan 2023 10:54 PM,7376,14927,Голубой
18744,31 Dec 2022 02:01 PM,1708,10091,Красный
18745,21 Jan 2023 01:25 AM,19929,10014,Чёрный
18746,04 Jan 2023 07:54 PM,18395,11973,Зелёный
18747,29 Jan 2023 05:16 AM,15738,11750,Зелёный
18748,18 Jan 2023 04:24 AM,12908,10567,Зелёный
18749,02 Feb 2023 09:23 AM,17743,11113,Фиолетовый
18750,25 Dec 2022 08:34 AM,9408,11214,Чёрный
18751,04 Jan 2023 04:15 AM,6909,11217,Чёрный
18752,28 Jan 2023 02:33 AM,7837,15414,Фиолетовый
18753,29 Dec 2022 10:09 PM,19701,13128,Чёрный
18754,14 Dec 2022 12:09 PM,19752,11180,Красный
18755,21 Jan 2023 01:41 AM,11186,13986,Оранжевый
18756,04 Feb 2023 09:58 AM,17050,14826,Оранжевый
18757,17 Jan 2023 12:05 AM,18344,11711,Красный
18758,05 Feb 2023 09:10 AM,6489,12008,Синий
18759,17 Dec 2022 06:51 PM,1206,10063,Чёрный
18760,13 Jan 2023 05:38 AM,15227,12435,Красный
18761,30 Jan 2023 02:06 AM,9158,14146,Зелёный
18762,13 Jan 2023 04:45 PM,12331,14615,Чёрный
18763,04 Jan 2023 01:51 AM,3559,13809,Красный
18764,26 Dec 2022 01:57 AM,8737,14261,Зелёный
18765,14 Jan 2023 05:24 PM,4428,14993,Зелёный
18766,12 Jan 2023 09:31 PM,16325,13011,Синий
18767,19 Jan 2023 07:56 AM,19044,10322,Голубой
18768,24 Dec 2022 07:52 PM,17128,10091,Зелёный
18769,22 Jan 2023 03:04 PM,1768,13198,Оранжевый
18770,13 Dec 2022 12:34 PM,16738,14366,Фиолетовый
18771,08 Feb 2023 09:35 PM,6785,15639,Красный
18772,09 Jan 2023 08:22 AM,10524,12513,Зелёный
18773,30 Dec 2022 05:59 AM,3906,10448,Чёрный
18774,14 Jan 2023 07:34 PM,16224,12681,Жёлтый
18775,23 Jan 2023 09:01 AM,17132,11800,Жёлтый
18776,08 Jan 2023 04:50 PM,18521,10825,Чёрный
18777,13 Jan 2023 06:57 AM,19196,12349,Голубой
18778,08 Jan 2023 09:44 PM,13099,12916,Жёлтый
18779,07 Feb 2023 08:01 AM,13592,13672,Фиолетовый
18780,24 Dec 2022 05:41 PM,8421,11771,Чёрный
18781,04 Jan 2023 05:17 AM,3862,11937,Красный
18782,04 Feb 2023 02:11 PM,11421,13292,Чёрный
18783,01 Jan 2023 09:39 AM,3769,11123,Фиолетовый
18784,13 Dec 2022 07:23 AM,15024,14513,Зелёный
18785,26 Dec 2022 11:32 AM,7263,10006,Жёлтый
18786,03 Feb 2023 12:07 AM,3521,12578,Зелёный
18787,22 Jan 2023 12:16 AM,2822,10501,Синий
18788,13 Jan 2023 01:24 PM,13641,14451,Голубой
18789,13 Jan 2023 12:14 AM,13830,14866,Синий
18790,15 Dec 2022 02:57 AM,9300,13827,Зелёный
18791,10 Jan 2023 11:21 PM,15776,14316,Чёрный
18792,11 Jan 2023 05:49 PM,11352,14582,Синий
18793,23 Jan 2023 02:21 AM,19280,11339,Красный
18794,26 Dec 2022 02:24 AM,16489,12065,Жёлтый
18795,28 Jan 2023 11:11 AM,4764,10449,Жёлтый
18796,16 Dec 2022 03:02 AM,4295,15195,Синий
18797,25 Dec 2022 04:03 PM,18579,11600,Голубой
18798,30 Jan 2023 02:10 AM,17877,12213,Фиолетовый
18799,08 Jan 2023 03:35 PM,15796,13050,Жёлтый
18800,03 Feb 2023 03:35 PM,9693,14872,Синий
18801,15 Dec 2022 05:56 PM,11333,15153,Зелёный
18802,21 Dec 2022 05:21 AM,15305,11417,Синий
18803,24 Dec 2022 12:44 PM,7141,10197,Синий
18804,05 Feb 2023 11:00 PM,16033,12142,Оранжевый
18805,17 Dec 2022 09:24 PM,11817,14479,Оранжевый
18806,09 Jan 2023 11:54 AM,17257,14558,Синий
18807,29 Dec 2022 03:20 AM,2703,15094,Голубой
18808,30 Jan 2023 01:20 PM,18723,10821,Чёрный
18809,13 Dec 2022 07:19 PM,14588,14445,Оранжевый
18810,05 Jan 2023 10:53 AM,572,14296,Чёрный
18811,04 Jan 2023 05:45 PM,3876,10253,Зелёный
18812,31 Jan 2023 12:53 AM,2684,11330,Красный
18813,18 Jan 2023 06:57 PM,18869,11092,Оранжевый
18814,22 Dec 2022 12:06 PM,19788,14684,Чёрный
18815,13 Dec 2022 05:44 PM,4698,14514,Жёлтый
18816,06 Feb 2023 08:39 AM,8299,12544,Чёрный
18817,24 Jan 2023 09:31 PM,1652,10121,Оранжевый
18818,30 Dec 2022 12:49 AM,9978,13954,Синий
18819,09 Feb 2023 03:28 PM,19995,11144,Чёрный
18820,23 Jan 2023 01:00 AM,4935,13201,Зелёный
18821,08 Jan 2023 10:41 AM,1842,13647,Фиолетовый
18822,25 Dec 2022 05:14 AM,17426,12079,Зелёный
18823,17 Jan 2023 10:13 AM,5226,13422,Зелёный
18824,07 Feb 2023 09:37 PM,12565,13311,Красный
18825,13 Dec 2022 06:29 PM,744,14339,Оранжевый
18826,06 Feb 2023 01:27 AM,12855,14290,Оранжевый
18827,01 Jan 2023 10:30 AM,5907,13269,Синий
18828,19 Dec 2022 05:17 PM,2069,14102,Синий
18829,15 Jan 2023 11:52 AM,5542,15621,Чёрный
18830,22 Jan 2023 02:41 AM,6292,15600,Синий
18831,30 Dec 2022 08:52 AM,18430,15370,Жёлтый
18832,11 Jan 2023 07:39 PM,8497,15062,Жёлтый
18833,31 Jan 2023 06:24 AM,17124,11631,Чёрный
18834,24 Jan 2023 11:04 AM,3812,12370,Зелёный
18835,23 Dec 2022 03:18 PM,4163,15001,Оранжевый
18836,19 Dec 2022 06:36 PM,9000,11397,Жёлтый
18837,10 Jan 2023 12:54 PM,19072,11288,Синий
18838,21 Jan 2023 06:31 AM,15017,11195,Зелёный
18839,23 Jan 2023 11:41 PM,19760,10399,Жёлтый
18840,22 Dec 2022 03:42 AM,12466,11536,Синий
18841,23 Dec 2022 11:46 PM,9471,12640,Голубой
18842,20 Jan 2023 05:06 AM,7916,14367,Голубой
18843,19 Jan 2023 02:30 AM,5002,14008,Голубой
18844,14 Dec 2022 10:18 PM,15558,15472,Чёрный
18845,13 Jan 2023 12:38 PM,10222,10466,Голубой
18846,26 Jan 2023 06:44 PM,4843,12722,Чёрный
18847,15 Dec 2022 08:24 PM,470,11256,Оранжевый
18848,28 Jan 2023 12:26 AM,9026,11601,Голубой
18849,13 Dec 2022 02:00 AM,2974,11082,Чёрный
18850,04 Feb 2023 11:44 AM,11880,15845,Синий
18851,22 Jan 2023 12:24 AM,1673,11559,Красный
18852,22 Jan 2023 02:54 PM,17253,10683,Голубой
18853,02 Feb 2023 03:06 AM,16137,13864,Синий
18854,02 Feb 2023 10:53 PM,15417,10750,Красный
18855,30 Jan 2023 12:08 AM,5853,12683,Зелёный
18856,16 Dec 2022 06:28 PM,7827,11952,Жёлтый
18857,28 Dec 2022 11:56 PM,15083,13957,Зелёный
18858,31 Dec 2022 10:21 AM,5986,14982,Синий
18859,05 Jan 2023 09:35 AM,10748,10041,Оранжевый
18860,24 Dec 2022 02:53 AM,16680,15153,Красный
18861,13 Dec 2022 02:03 PM,12097,14087,Оранжевый
18862,24 Jan 2023 07:09 AM,17264,10377,Зелёный
18863,18 Jan 2023 08:37 PM,18681,13955,Жёлтый
18864,22 Dec 2022 11:52 PM,10503,10501,Синий
18865,05 Feb 2023 06:06 AM,10279,13287,Красный
18866,13 Jan 2023 07:53 PM,10952,10468,Чёрный
18867,16 Dec 2022 04:59 AM,9745,12330,Чёрный
18868,31 Dec 2022 10:44 PM,14239,10980,Жёлтый
18869,15 Jan 2023 03:15 PM,6705,12336,Жёлтый
18870,20 Jan 2023 10:11 PM,18960,12127,Синий
18871,20 Jan 2023 12:13 AM,7174,13785,Голубой
18872,03 Feb 2023 09:54 AM,17707,14864,Синий
18873,18 Jan 2023 07:30 AM,19377,11491,Чёрный
18874,02 Jan 2023 01:01 AM,7676,14514,Красный
18875,28 Jan 2023 09:14 PM,12187,10542,Фиолетовый
18876,20 Jan 2023 11:13 PM,16066,12483,Оранжевый
18877,29 Jan 2023 04:43 PM,19702,14601,Чёрный
18878,26 Dec 2022 09:55 AM,7248,11831,Фиолетовый
18879,30 Jan 2023 06:19 AM,8207,14717,Жёлтый
18880,03 Jan 2023 05:33 PM,13738,14747,Чёрный
18881,06 Feb 2023 06:06 AM,5462,10860,Жёлтый
18882,15 Dec 2022 11:00 PM,11875,12487,Красный
18883,04 Feb 2023 05:56 AM,14029,13534,Чёрный
18884,25 Dec 2022 11:32 AM,12318,13453,Чёрный
18885,10 Jan 2023 08:27 PM,6529,10614,Чёрный
18886,23 Dec 2022 05:53 AM,11723,15568,Красный
18887,03 Feb 2023 11:24 PM,15384,14075,Голубой
18888,30 Jan 2023 03:40 PM,12895,10626,Фиолетовый
18889,09 Jan 2023 09:46 AM,732,11631,Синий
18890,15 Dec 2022 07:04 AM,1159,11772,Синий
18891,18 Dec 2022 09:01 AM,4515,13020,Фиолетовый
18892,21 Dec 2022 12:51 AM,1253,11454,Чёрный
18893,05 Jan 2023 11:00 AM,2331,10762,Чёрный
18894,31 Dec 2022 08:15 AM,19780,14053,Чёрный
18895,09 Feb 2023 09:19 AM,11680,10828,Синий
18896,21 Jan 2023 11:38 PM,8574,13210,Фиолетовый
18897,06 Jan 2023 06:47 AM,13421,15929,Зелёный
18898,18 Jan 2023 08:48 PM,12074,14930,Синий
18899,13 Jan 2023 03:28 AM,17791,12584,Красный
18900,28 Jan 2023 12:20 AM,13696,14421,Оранжевый
18901,28 Dec 2022 08:00 AM,551,12803,Фиолетовый
18902,17 Jan 2023 09:31 AM,2579,12604,Жёлтый
18903,21 Dec 2022 07:25 AM,8578,12007,Чёрный
18904,29 Jan 2023 08:39 AM,13859,10186,Зелёный
18905,29 Dec 2022 10:06 AM,10053,12669,Красный
18906,19 Jan 2023 05:48 AM,642,11417,Голубой
18907,21 Jan 2023 12:49 PM,1658,11552,Оранжевый
18908,18 Jan 2023 08:34 PM,7144,10126,Красный
18909,29 Jan 2023 10:24 AM,2742,13072,Чёрный
18910,28 Jan 2023 11:43 AM,12791,15034,Чёрный
18911,27 Jan 2023 12:57 PM,15922,13874,Красный
18912,13 Dec 2022 02:04 PM,4920,12785,Синий
18913,20 Dec 2022 02:00 PM,16073,13123,Голубой
18914,26 Jan 2023 04:18 AM,5468,10305,Жёлтый
18915,14 Dec 2022 04:38 AM,11664,14638,Голубой
18916,15 Jan 2023 02:44 AM,2818,12162,Красный
18917,30 Jan 2023 08:02 AM,12807,12602,Голубой
18918,26 Dec 2022 03:24 AM,772,13297,Чёрный
18919,27 Jan 2023 12:25 PM,2949,13624,Жёлтый
18920,07 Feb 2023 08:19 AM,8313,15147,Жёлтый
18921,05 Feb 2023 12:47 AM,17213,14043,Фиолетовый
18922,19 Jan 2023 05:16 PM,9376,14567,Синий
18923,29 Dec 2022 07:02 PM,7290,11295,Зелёный
18924,23 Jan 2023 11:48 PM,7217,15198,Синий
18925,30 Jan 2023 11:53 PM,5078,12333,Жёлтый
18926,09 Feb 2023 12:23 AM,15525,12905,Чёрный
18927,14 Dec 2022 10:30 AM,1964,10973,Чёрный
18928,01 Jan 2023 07:48 AM,15277,10929,Зелёный
18929,08 Jan 2023 02:54 PM,18241,12719,Чёрный
18930,29 Jan 2023 06:02 PM,19561,13284,Зелёный
18931,09 Feb 2023 04:42 PM,18504,11071,Фиолетовый
18932,18 Dec 2022 09:37 PM,1641,14799,Зелёный
18933,14 Dec 2022 07:33 AM,768,14193,Синий
18934,15 Dec 2022 01:59 PM,5413,10000,Красный
18935,28 Jan 2023 08:01 AM,7051,12873,Зелёный
18936,23 Dec 2022 04:25 PM,590,15722,Жёлтый
18937,04 Feb 2023 09:10 AM,2168,14473,Фиолетовый
18938,16 Dec 2022 04:20 AM,12075,14316,Красный
18939,07 Feb 2023 09:27 PM,8537,13584,Жёлтый
18940,30 Dec 2022 07:41 PM,1350,15807,Жёлтый
18941,10 Jan 2023 12:47 PM,8241,15015,Жёлтый
18942,04 Feb 2023 09:45 AM,6955,12304,Фиолетовый
18943,09 Jan 2023 06:47 PM,19796,11231,Голубой
18944,16 Dec 2022 02:16 AM,2410,15006,Голубой
18945,19 Dec 2022 12:35 AM,1509,10643,Синий
18946,13 Jan 2023 06:12 PM,2803,15555,Оранжевый
18947,17 Jan 2023 01:06 PM,5079,14865,Фиолетовый
18948,09 Jan 2023 02:59 PM,17833,11330,Синий
18949,27 Dec 2022 07:45 PM,14336,12135,Голубой
18950,08 Feb 2023 02:47 PM,11047,10886,Красный
18951,23 Jan 2023 07:58 AM,14830,12418,Оранжевый
18952,27 Dec 2022 03:04 AM,9420,13956,Голубой
18953,30 Dec 2022 07:54 PM,17993,10858,Зелёный
18954,01 Feb 2023 06:07 PM,16462,10402,Зелёный
18955,17 Jan 2023 02:43 AM,19560,15482,Оранжевый
18956,02 Jan 2023 02:28 AM,7776,13001,Зелёный
18957,11 Jan 2023 03:36 PM,18361,15128,Чёрный
18958,08 Feb 2023 01:35 AM,15674,15318,Оранжевый
18959,28 Jan 2023 07:13 PM,1373,10719,Синий
18960,12 Jan 2023 10:35 AM,6362,14859,Зелёный
18961,08 Jan 2023 07:38 PM,7620,12251,Зелёный
18962,19 Dec 2022 08:27 PM,7059,10450,Красный
18963,25 Jan 2023 11:18 AM,9001,13932,Оранжевый
18964,17 Dec 2022 06:18 AM,724,13417,Красный
18965,19 Dec 2022 02:26 PM,1757,12037,Жёлтый
18966,08 Jan 2023 06:34 AM,17088,10182,Голубой
18967,13 Jan 2023 03:46 PM,11015,15041,Чёрный
18968,28 Dec 2022 11:23 AM,8011,12404,Жёлтый
18969,04 Jan 2023 02:54 AM,17327,10930,Жёлтый
18970,16 Dec 2022 05:14 PM,6762,13523,Зелёный
18971,01 Feb 2023 03:16 AM,993,11748,Синий
18972,19 Dec 2022 05:27 AM,2821,12297,Зелёный
18973,29 Dec 2022 03:13 AM,2920,13817,Синий
18974,28 Jan 2023 01:44 AM,2402,12824,Чёрный
18975,15 Jan 2023 02:01 AM,4178,11505,Красный
18976,21 Jan 2023 02:57 AM,6926,11960,Фиолетовый
18977,30 Dec 2022 08:27 PM,16815,14923,Фиолетовый
18978,17 Dec 2022 07:03 AM,10906,10610,Голубой
18979,01 Jan 2023 08:35 PM,14251,13355,Голубой
18980,17 Dec 2022 11:17 AM,18956,15052,Фиолетовый
18981,29 Dec 2022 02:41 PM,16192,11173,Чёрный
18982,06 Feb 2023 05:51 PM,10550,13790,Жёлтый
18983,27 Dec 2022 12:45 PM,18898,10752,Фиолетовый
18984,16 Dec 2022 09:35 PM,9229,13959,Голубой
18985,30 Jan 2023 08:02 PM,10176,14729,Оранжевый
18986,22 Dec 2022 05:14 AM,18995,13514,Жёлтый
18987,15 Jan 2023 11:24 AM,10088,12326,Красный
18988,13 Dec 2022 10:42 AM,6598,14937,Голубой
18989,03 Feb 2023 07:17 PM,13821,13292,Синий
18990,28 Jan 2023 05:10 AM,6462,15811,Зелёный
18991,26 Dec 2022 08:26 AM,10532,10688,Жёлтый
18992,08 Jan 2023 07:21 PM,8988,12688,Красный
18993,12 Jan 2023 05:46 AM,11442,13171,Синий
18994,27 Dec 2022 10:12 AM,3005,13794,Зелёный
18995,21 Jan 2023 04:25 PM,10919,14435,Чёрный
18996,22 Dec 2022 05:50 AM,2886,12160,Чёрный
18997,22 Jan 2023 11:44 PM,19255,12707,Чёрный
18998,30 Dec 2022 02:54 PM,7889,14054,Фиолетовый
18999,19 Jan 2023 10:18 PM,18677,13350,Жёлтый
19000,19 Dec 2022 01:27 PM,3715,14301,Синий
19001,03 Feb 2023 03:20 PM,1804,15141,Чёрный
19002,26 Jan 2023 10:34 AM,5522,15818,Фиолетовый
19003,13 Jan 2023 10:15 AM,7635,15864,Чёрный
19004,30 Jan 2023 10:27 AM,1249,13090,Синий
19005,29 Dec 2022 08:47 AM,15857,11371,Жёлтый
19006,11 Jan 2023 07:01 PM,1631,13354,Синий
19007,09 Jan 2023 02:38 PM,13586,10765,Чёрный
19008,22 Jan 2023 03:17 PM,5899,15381,Красный
19009,05 Jan 2023 11:34 PM,17737,13663,Красный
19010,30 Dec 2022 02:38 AM,13657,13319,Оранжевый
19011,25 Dec 2022 06:35 PM,10625,13146,Зелёный
19012,29 Jan 2023 11:02 AM,18843,14538,Оранжевый
19013,06 Feb 2023 10:58 AM,3317,14152,Красный
19014,17 Dec 2022 04:41 PM,17348,10511,Фиолетовый
19015,06 Jan 2023 04:52 AM,13448,14570,Синий
19016,13 Dec 2022 03:56 PM,13705,12564,Оранжевый
19017,18 Jan 2023 01:30 AM,17320,13739,Синий
19018,29 Jan 2023 01:17 AM,12848,13929,Зелёный
19019,31 Dec 2022 06:47 AM,19187,12472,Синий
19020,26 Dec 2022 01:04 AM,6461,13653,Жёлтый
19021,23 Dec 2022 08:00 PM,9492,14816,Оранжевый
19022,07 Feb 2023 02:06 AM,12186,13033,Синий
19023,29 Jan 2023 10:38 AM,2445,12053,Синий
19024,22 Jan 2023 05:46 AM,7177,15111,Голубой
19025,06 Feb 2023 12:36 AM,887,12897,Фиолетовый
19026,13 Jan 2023 10:18 AM,17696,15131,Чёрный
19027,17 Dec 2022 04:39 AM,6383,14062,Голубой
19028,24 Dec 2022 04:57 AM,4340,10355,Фиолетовый
19029,03 Feb 2023 04:31 PM,19037,11222,Фиолетовый
19030,19 Dec 2022 08:44 AM,6601,11715,Красный
19031,19 Jan 2023 10:11 AM,5520,13073,Голубой
19032,02 Jan 2023 04:48 AM,6618,11301,Синий
19033,20 Dec 2022 01:10 PM,18050,14610,Синий
19034,04 Jan 2023 11:01 AM,17505,10491,Синий
19035,02 Jan 2023 06:30 PM,8795,14746,Фиолетовый
19036,07 Jan 2023 10:59 PM,18851,15098,Фиолетовый
19037,29 Dec 2022 10:47 PM,685,13833,Чёрный
19038,27 Dec 2022 04:02 PM,4294,12247,Зелёный
19039,15 Dec 2022 10:35 PM,3909,11420,Голубой
19040,14 Dec 2022 01:54 AM,18597,10249,Оранжевый
19041,17 Jan 2023 06:16 PM,4107,12949,Красный
19042,24 Dec 2022 04:06 AM,18633,14653,Красный
19043,30 Dec 2022 02:36 AM,8519,12143,Оранжевый
19044,18 Dec 2022 09:19 PM,7511,13450,Оранжевый
19045,30 Dec 2022 04:45 AM,948,12127,Красный
19046,05 Feb 2023 08:07 AM,6145,10388,Зелёный
19047,09 Jan 2023 05:39 PM,10259,10525,Фиолетовый
19048,31 Dec 2022 07:56 PM,8513,13738,Синий
19049,17 Jan 2023 03:26 PM,16433,12405,Фиолетовый
19050,06 Jan 2023 09:19 PM,14756,14763,Красный
19051,07 Feb 2023 06:17 AM,13496,14592,Жёлтый
19052,02 Jan 2023 06:12 AM,18210,12982,Красный
19053,14 Jan 2023 02:19 AM,6499,10819,Зелёный
19054,04 Feb 2023 03:53 AM,18627,12301,Жёлтый
19055,08 Jan 2023 01:58 AM,4597,11087,Синий
19056,20 Jan 2023 09:48 AM,9580,14862,Красный
19057,01 Feb 2023 05:09 PM,17706,10581,Синий
19058,17 Jan 2023 04:32 PM,2741,10566,Фиолетовый
19059,23 Dec 2022 04:57 AM,18295,14303,Жёлтый
19060,02 Feb 2023 08:29 PM,4189,13728,Чёрный
19061,12 Jan 2023 10:37 AM,15082,13762,Фиолетовый
19062,17 Jan 2023 07:48 AM,10048,10978,Жёлтый
19063,29 Dec 2022 03:20 PM,4921,12143,Синий
19064,05 Jan 2023 03:15 AM,16842,14943,Красный
19065,26 Jan 2023 08:37 AM,1790,11013,Фиолетовый
19066,22 Jan 2023 09:26 PM,10771,10584,Зелёный
19067,30 Dec 2022 07:12 AM,13844,11023,Фиолетовый
19068,29 Jan 2023 07:15 PM,18562,14082,Синий
19069,10 Jan 2023 03:17 AM,9127,11679,Голубой
19070,01 Jan 2023 03:46 AM,14409,10304,Оранжевый
19071,28 Jan 2023 08:27 AM,3728,14624,Жёлтый
19072,15 Jan 2023 12:33 PM,3629,13883,Фиолетовый
19073,05 Feb 2023 09:24 AM,6495,13814,Жёлтый
19074,24 Jan 2023 06:46 AM,797,15207,Зелёный
19075,16 Jan 2023 07:28 AM,11990,14281,Оранжевый
19076,17 Jan 2023 07:13 PM,1515,12498,Голубой
19077,21 Jan 2023 01:41 PM,14821,14366,Красный
19078,16 Dec 2022 02:51 PM,5840,12672,Голубой
19079,22 Jan 2023 03:10 AM,6824,10821,Фиолетовый
19080,20 Dec 2022 01:48 PM,16024,13676,Оранжевый
19081,08 Feb 2023 02:07 AM,16225,15632,Жёлтый
19082,23 Dec 2022 07:54 AM,15556,14202,Жёлтый
19083,27 Dec 2022 02:43 AM,1661,11374,Жёлтый
19084,04 Jan 2023 10:01 AM,2953,10825,Зелёный
19085,04 Jan 2023 04:26 AM,11112,11820,Голубой
19086,16 Dec 2022 12:13 AM,6623,15054,Оранжевый
19087,20 Jan 2023 02:37 AM,18262,14315,Оранжевый
19088,27 Jan 2023 12:44 PM,12742,11108,Красный
19089,23 Jan 2023 12:55 AM,19989,10564,Голубой
19090,08 Feb 2023 04:22 PM,2747,10984,Синий
19091,25 Jan 2023 11:33 PM,2932,12400,Зелёный
19092,25 Dec 2022 01:21 AM,19956,14844,Красный
19093,05 Jan 2023 06:11 AM,10646,10568,Голубой
19094,31 Dec 2022 07:09 AM,265,10180,Фиолетовый
19095,07 Feb 2023 02:17 PM,13909,15643,Фиолетовый
19096,02 Jan 2023 04:48 PM,6059,15297,Красный
19097,21 Jan 2023 02:46 AM,14476,11570,Фиолетовый
19098,18 Jan 2023 06:14 AM,927,15251,Фиолетовый
19099,07 Jan 2023 11:05 AM,19998,14780,Оранжевый
19100,27 Dec 2022 07:54 AM,510,10733,Зелёный
19101,02 Feb 2023 04:13 AM,18794,14585,Жёлтый
19102,13 Jan 2023 07:42 PM,4109,15769,Голубой
19103,24 Jan 2023 02:14 PM,754,10056,Голубой
19104,18 Jan 2023 06:25 AM,1846,11490,Голубой
19105,03 Feb 2023 11:42 PM,7176,12294,Зелёный
19106,28 Jan 2023 03:26 PM,3580,11955,Красный
19107,26 Jan 2023 04:15 PM,13104,10885,Красный
19108,29 Dec 2022 01:24 PM,9577,15139,Красный
19109,30 Dec 2022 06:20 AM,3669,10303,Фиолетовый
19110,17 Jan 2023 05:33 AM,9900,12469,Зелёный
19111,29 Jan 2023 07:03 AM,4912,12008,Фиолетовый
19112,19 Jan 2023 09:51 PM,18265,10388,Фиолетовый
19113,30 Dec 2022 11:48 PM,8564,15581,Голубой
19114,28 Dec 2022 05:30 PM,521,12513,Фиолетовый
19115,07 Feb 2023 06:16 AM,5215,10605,Жёлтый
19116,06 Jan 2023 09:03 AM,3978,15548,Фиолетовый
19117,19 Jan 2023 06:44 AM,12246,15934,Жёлтый
19118,15 Dec 2022 01:30 AM,2386,13883,Оранжевый
19119,07 Jan 2023 11:21 PM,4533,13814,Жёлтый
19120,28 Dec 2022 04:14 AM,1246,11341,Фиолетовый
19121,05 Jan 2023 08:30 PM,18151,15176,Жёлтый
19122,30 Dec 2022 02:21 AM,10424,10306,Голубой
19123,16 Dec 2022 05:06 AM,1295,13482,Синий
19124,29 Dec 2022 12:22 PM,2847,10324,Фиолетовый
19125,27 Jan 2023 08:26 PM,14378,14308,Голубой
19126,07 Feb 2023 08:37 PM,5513,12486,Фиолетовый
19127,04 Feb 2023 02:36 PM,15410,12925,Оранжевый
19128,29 Dec 2022 04:28 AM,16567,12177,Красный
19129,12 Jan 2023 08:44 PM,12007,15206,Фиолетовый
19130,27 Dec 2022 05:57 AM,15562,11197,Голубой
19131,30 Jan 2023 09:04 AM,15280,14228,Фиолетовый
19132,26 Dec 2022 11:21 AM,13847,10195,Оранжевый
19133,26 Jan 2023 01:30 PM,15542,14351,Синий
19134,06 Jan 2023 07:19 PM,1260,11763,Зелёный
19135,23 Jan 2023 07:55 PM,8656,14989,Голубой
19136,09 Feb 2023 04:25 PM,17176,10293,Красный
19137,30 Dec 2022 05:12 PM,3677,13783,Чёрный
19138,13 Jan 2023 11:03 AM,6314,10875,Жёлтый
19139,20 Jan 2023 02:14 PM,1053,14088,Синий
19140,27 Dec 2022 10:53 PM,5879,13836,Жёлтый
19141,27 Jan 2023 01:51 PM,5382,12550,Зелёный
19142,06 Jan 2023 11:03 AM,14140,14521,Красный
19143,03 Feb 2023 12:33 AM,4544,15058,Голубой
19144,20 Dec 2022 05:41 PM,3591,10290,Синий
19145,29 Jan 2023 10:59 AM,18635,14014,Оранжевый
19146,07 Jan 2023 10:22 PM,16216,13257,Жёлтый
19147,12 Jan 2023 11:01 AM,6661,12146,Жёлтый
19148,28 Jan 2023 01:05 AM,7855,10400,Фиолетовый
19149,15 Jan 2023 03:03 PM,7886,14012,Зелёный
19150,05 Jan 2023 03:38 PM,16025,13292,Синий
19151,03 Feb 2023 09:21 AM,3973,11361,Оранжевый
19152,02 Feb 2023 02:15 AM,19282,15258,Красный
19153,31 Dec 2022 02:04 PM,15984,12010,Голубой
19154,22 Jan 2023 07:35 AM,8593,13767,Оранжевый
19155,24 Dec 2022 05:53 AM,19341,14166,Жёлтый
19156,25 Jan 2023 08:50 PM,16646,15785,Оранжевый
19157,17 Dec 2022 12:28 PM,17186,12090,Зелёный
19158,07 Feb 2023 03:03 AM,18943,10160,Оранжевый
19159,07 Jan 2023 02:53 AM,17434,12376,Оранжевый
19160,05 Jan 2023 08:25 PM,17245,11065,Жёлтый
19161,30 Jan 2023 04:43 PM,17477,10468,Синий
19162,09 Jan 2023 09:16 PM,10628,15362,Чёрный
19163,05 Jan 2023 03:38 PM,19873,10570,Жёлтый
19164,20 Dec 2022 04:26 AM,9000,15300,Оранжевый
19165,22 Dec 2022 04:07 AM,11252,10930,Оранжевый
19166,12 Jan 2023 06:54 PM,19500,13304,Зелёный
19167,25 Dec 2022 02:33 PM,11014,10423,Фиолетовый
19168,14 Jan 2023 05:54 AM,13938,13587,Голубой
19169,22 Jan 2023 04:30 PM,12069,12560,Красный
19170,14 Jan 2023 08:18 AM,14000,14560,Фиолетовый
19171,29 Jan 2023 10:07 PM,15945,11339,Оранжевый
19172,14 Jan 2023 10:18 AM,4625,12628,Голубой
19173,11 Jan 2023 10:26 AM,16055,10400,Фиолетовый
19174,19 Jan 2023 12:30 AM,6320,12039,Синий
19175,02 Feb 2023 02:55 PM,2937,11837,Зелёный
19176,07 Jan 2023 10:05 AM,8300,10292,Оранжевый
19177,16 Jan 2023 02:58 AM,15560,12585,Зелёный
19178,23 Jan 2023 11:41 AM,15726,15300,Красный
19179,13 Jan 2023 12:11 PM,480,12669,Фиолетовый
19180,07 Jan 2023 11:31 AM,5963,11293,Оранжевый
